sym,sector,signal_type,regime,entry_date,entry,stop,target,bars_held,is_short,smart_rank,exit_date,exit,pnl_pct,rr,outcome
SWDY,ENERGY,ultra,NEUTRAL,2021-05-25,8.13,7.88,8.9,1,False,34.3,2021-05-26,7.88,-3.65,1.0,LOSS
CNFN,BANKS,buy,NEUTRAL,2021-05-26,3.5,3.39,3.83,1,False,30.95,2021-05-27,3.83,8.85,3.0,WIN
ESRS,INDUSTRIAL,ultra,NEUTRAL,2021-06-09,9.39,9.1,10.28,2,False,31.97,2021-06-13,9.1,-3.66,1.0,LOSS
SKPC,INDUSTRIAL,ultra,NEUTRAL,2021-06-20,6.98,6.77,7.65,2,False,30.42,2021-06-22,7.65,9.02,3.19,WIN
SKPC,INDUSTRIAL,early,NEUTRAL,2021-06-22,7.58,7.35,8.3,5,False,30.8,2021-06-29,7.35,-3.61,1.0,LOSS
OCDI,REAL_ESTATE,early,NEUTRAL,2021-06-23,16.91,16.49,18.53,15,False,33.24,2021-07-15,17.280000686645508,1.61,0.88,EXIT
EGTS,SERVICES,early,BULL,2021-08-26,2.57,2.46,2.81,1,False,30.76,2021-08-29,2.46,-4.86,1.0,LOSS
ETEL,SERVICES,buy,BULL,2021-09-16,11.27,10.98,12.34,2,False,32.77,2021-09-20,10.98,-3.15,1.0,LOSS
EAST,ENERGY,early,NEUTRAL,2021-08-31,7.39,7.1,8.1,15,False,32.36,2021-09-21,7.751628875732422,4.32,1.25,EXIT
JUFO,SERVICES,early,NEUTRAL,2021-09-19,5.04,4.84,5.53,3,False,30.18,2021-09-22,4.84,-4.54,1.0,LOSS
