sym,sector,signal_type,regime,entry_date,entry,stop,target,bars_held,is_short,exit_date,exit,pnl_pct,rr,outcome
CNFN,BANKS,early,NEUTRAL,2025-06-04,4.79,4.59,5.24,1,False,2025-06-10,5.24,9.39,2.25,WIN
OCDI,REAL_ESTATE,ultra,NEUTRAL,2025-05-25,64.18,62.24,70.31,10,False,2025-06-11,64.0,-0.28,0.09,EXIT
ETEL,SERVICES,early,NEUTRAL,2025-05-26,36.08,34.99,39.52,10,False,2025-06-12,37.369998931884766,3.58,1.18,EXIT
CNFN,BANKS,early,NEUTRAL,2025-06-11,5.05,4.85,5.54,1,False,2025-06-12,4.85,-3.96,1.0,LOSS
SWDY,ENERGY,early,NEUTRAL,2025-06-02,80.16,76.93,87.81,6,False,2025-06-15,76.93,-4.03,1.0,LOSS
KZPC,INDUSTRIAL,early,NEUTRAL,2025-06-03,11.34,10.89,12.43,5,False,2025-06-15,10.89,-3.97,1.0,LOSS
SAUD,BANKS,buy,NEUTRAL,2025-06-10,11.49,11.15,12.59,3,False,2025-06-15,11.15,-2.96,1.0,LOSS
DSCW,REAL_ESTATE,ultra,NEUTRAL,2025-06-12,2.6,2.52,2.84,1,False,2025-06-15,2.52,-3.08,1.0,LOSS
CNFN,BANKS,early,NEUTRAL,2025-06-12,4.77,4.57,5.22,1,False,2025-06-15,4.57,-4.19,1.0,LOSS
ETEL,SERVICES,buy,NEUTRAL,2025-06-16,36.2,35.11,39.65,2,False,2025-06-18,35.11,-3.01,1.0,LOSS
EGTS,SERVICES,early,NEUTRAL,2025-06-15,8.16,7.91,8.94,4,False,2025-06-19,7.91,-3.06,1.0,LOSS
PHDC,REAL_ESTATE,early,NEUTRAL,2025-06-15,7.9,7.58,8.65,5,False,2025-06-22,7.58,-4.05,1.0,LOSS
ABUK,ENERGY,buy,NEUTRAL,2025-06-15,41.7,40.03,45.69,5,False,2025-06-22,40.03,-4.0,1.0,LOSS
FWRY,SERVICES,buy,NEUTRAL,2025-06-22,11.65,11.3,12.76,4,False,2025-06-29,12.76,9.53,3.17,WIN
ETEL,SERVICES,buy,NEUTRAL,2025-06-22,36.16,35.25,39.61,4,False,2025-06-29,39.61,9.54,3.79,WIN
CIEB,BANKS,watch,NEUTRAL,2025-06-15,17.0,16.49,18.63,10,False,2025-06-30,17.600000381469727,3.53,1.18,EXIT
EGTS,SERVICES,watch,NEUTRAL,2025-06-22,8.08,7.84,8.85,6,False,2025-07-01,8.85,9.53,3.21,WIN
AMOC,INDUSTRIAL,early,NEUTRAL,2025-06-29,6.81,6.6,7.46,2,False,2025-07-01,6.6,-3.08,1.0,LOSS
COMI,BANKS,buy,NEUTRAL,2025-06-18,79.61,77.21,87.21,10,False,2025-07-06,83.30000305175781,4.64,1.54,EXIT
SKPC,INDUSTRIAL,early,NEUTRAL,2025-06-30,19.81,19.31,21.7,3,False,2025-07-06,19.31,-2.52,1.0,LOSS
MFPC,ENERGY,early,NEUTRAL,2025-06-29,37.41,36.47,40.98,9,False,2025-07-14,36.47,-2.51,1.0,LOSS
ORWE,SERVICES,early,NEUTRAL,2025-07-01,23.47,22.76,25.71,10,False,2025-07-17,23.200000762939453,-1.15,0.38,EXIT
ISPH,ENERGY,early,NEUTRAL,2025-07-01,8.92,8.65,9.77,10,False,2025-07-17,9.538546562194824,6.93,2.29,EXIT
COMI,BANKS,early,NEUTRAL,2025-07-06,82.88,80.38,90.8,9,False,2025-07-20,90.8,9.56,3.17,WIN
EAST,ENERGY,early,NEUTRAL,2025-07-06,29.66,28.91,32.49,10,False,2025-07-21,30.932512283325195,4.29,1.7,EXIT
HELI,REAL_ESTATE,early,NEUTRAL,2025-07-20,10.09,9.84,11.05,4,False,2025-07-27,9.84,-2.48,1.0,LOSS
SKPC,INDUSTRIAL,early,NEUTRAL,2025-07-21,20.72,20.09,22.69,3,False,2025-07-27,20.09,-3.04,1.0,LOSS
CIEB,BANKS,early,NEUTRAL,2025-07-14,18.26,17.71,20.0,10,False,2025-07-29,18.700000762939453,2.41,0.8,EXIT
ABUK,ENERGY,early,NEUTRAL,2025-07-17,45.78,44.4,50.15,8,False,2025-07-30,44.4,-3.01,1.0,LOSS
ISPH,ENERGY,early,NEUTRAL,2025-07-27,10.15,9.74,11.12,3,False,2025-07-30,9.74,-4.04,1.0,LOSS
DSCW,REAL_ESTATE,early,NEUTRAL,2025-07-27,3.13,3.01,3.43,3,False,2025-07-30,3.01,-3.83,1.0,LOSS
SAUD,BANKS,early,NEUTRAL,2025-07-17,11.94,11.64,13.08,10,False,2025-08-03,12.489999771118164,4.61,1.83,EXIT
ETEL,SERVICES,buy,NEUTRAL,2025-07-30,39.94,38.74,43.75,7,False,2025-08-10,43.75,9.54,3.18,WIN
EAST,ENERGY,buy,NEUTRAL,2025-07-31,31.66,30.71,34.69,6,False,2025-08-10,34.69,9.57,3.19,WIN
COMI,BANKS,early,NEUTRAL,2025-07-29,93.23,89.48,102.13,10,False,2025-08-12,99.5,6.73,1.67,EXIT
FWRY,SERVICES,early,NEUTRAL,2025-07-30,12.44,11.94,13.63,10,False,2025-08-13,13.130000114440918,5.55,1.38,EXIT
HELI,REAL_ESTATE,ultra,NEUTRAL,2025-08-10,10.04,9.74,11.0,3,False,2025-08-13,9.74,-2.99,1.0,LOSS
PHDC,REAL_ESTATE,watch,NEUTRAL,2025-08-03,8.25,8.0,9.04,10,False,2025-08-17,8.170000076293945,-0.97,0.32,EXIT
CNFN,BANKS,early,BULL,2025-08-12,5.68,5.51,6.22,5,False,2025-08-19,5.51,-2.99,1.0,LOSS
SKPC,INDUSTRIAL,ultra,NEUTRAL,2025-08-10,20.08,19.47,22.0,8,False,2025-08-20,19.47,-3.04,1.0,LOSS
SWDY,ENERGY,early,NEUTRAL,2025-08-13,78.8,76.43,86.33,7,False,2025-08-24,76.43,-3.01,1.0,LOSS
TMGH,REAL_ESTATE,early,NEUTRAL,2025-08-13,55.72,54.04,61.04,9,False,2025-08-26,54.04,-3.02,1.0,LOSS
ABUK,ENERGY,early,NEUTRAL,2025-08-17,46.74,44.86,51.21,10,False,2025-08-31,46.30216598510742,-0.94,0.23,EXIT
ISPH,ENERGY,early,BULL,2025-08-19,10.6,10.17,11.61,8,False,2025-08-31,10.17,-4.06,1.0,LOSS
KZPC,INDUSTRIAL,early,NEUTRAL,2025-08-31,10.12,9.87,11.09,2,False,2025-09-02,11.09,9.58,3.88,WIN
HRHO,SERVICES,early,BULL,2025-08-20,25.77,25.12,28.23,10,False,2025-09-03,25.479999542236328,-1.13,0.45,EXIT
FWRY,SERVICES,early,NEUTRAL,2025-08-24,13.65,13.1,14.95,8,False,2025-09-03,13.1,-4.03,1.0,LOSS
PHDC,REAL_ESTATE,buy,NEUTRAL,2025-09-02,7.92,7.68,8.68,2,False,2025-09-07,7.68,-3.03,1.0,LOSS
EAST,ENERGY,buy,NEUTRAL,2025-08-26,34.96,33.9,38.29,10,False,2025-09-10,36.087928771972656,3.23,1.06,EXIT
EGTS,SERVICES,buy,NEUTRAL,2025-09-08,8.63,8.37,9.45,3,False,2025-09-11,8.37,-3.01,1.0,LOSS
ABUK,ENERGY,buy,NEUTRAL,2025-08-31,46.07,44.68,50.47,10,False,2025-09-15,48.38944625854492,5.03,1.67,EXIT
KZPC,INDUSTRIAL,watch,NEUTRAL,2025-09-03,11.03,10.58,12.08,7,False,2025-09-15,10.58,-4.08,1.0,LOSS
EGTS,SERVICES,ultra,NEUTRAL,2025-09-11,8.33,8.08,9.12,2,False,2025-09-15,8.08,-3.0,1.0,LOSS
HELI,REAL_ESTATE,early,NEUTRAL,2025-09-15,10.29,9.98,11.27,1,False,2025-09-16,9.98,-3.01,1.0,LOSS
SAUD,BANKS,early,NEUTRAL,2025-09-03,12.72,12.2,13.93,10,False,2025-09-18,12.630000114440918,-0.71,0.17,EXIT
COMI,BANKS,early,NEUTRAL,2025-09-15,97.45,95.0,106.75,5,False,2025-09-22,95.0,-2.51,1.0,LOSS
EAST,ENERGY,early,NEUTRAL,2025-09-15,35.44,34.37,38.82,5,False,2025-09-22,38.82,9.54,3.16,WIN
ABUK,ENERGY,early,NEUTRAL,2025-09-16,46.75,45.34,51.21,4,False,2025-09-22,45.34,-3.02,1.0,LOSS
FWRY,SERVICES,buy,NEUTRAL,2025-09-10,13.23,12.83,14.5,10,False,2025-09-24,13.75,3.93,1.3,EXIT
ETEL,SERVICES,early,NEUTRAL,2025-09-18,47.01,45.6,51.5,8,False,2025-09-30,51.5,9.55,3.18,WIN
HRHO,SERVICES,ultra,NEUTRAL,2025-09-22,25.92,25.14,28.39,10,False,2025-10-06,26.75,3.2,1.06,EXIT
EGTS,SERVICES,early,NEUTRAL,2025-09-22,9.22,8.85,10.1,10,False,2025-10-06,9.0,-2.39,0.59,EXIT
TMGH,REAL_ESTATE,buy,NEUTRAL,2025-09-22,54.33,52.69,59.51,10,False,2025-10-06,56.0099983215332,3.09,1.02,EXIT
ISPH,ENERGY,early,NEUTRAL,2025-09-24,10.77,10.5,11.79,10,False,2025-10-08,11.511359214782715,6.88,2.75,EXIT
CIEB,BANKS,ultra,BULL,2025-09-30,18.52,17.96,20.28,10,False,2025-10-15,18.639999389648438,0.65,0.21,EXIT
SAUD,BANKS,early,NEUTRAL,2025-10-06,12.94,12.41,14.17,10,False,2025-10-21,13.600000381469727,5.1,1.25,EXIT
ADIB,BANKS,early,NEUTRAL,2025-10-06,22.6,21.69,24.75,10,False,2025-10-21,24.219999313354492,7.17,1.78,EXIT
SKPC,INDUSTRIAL,early,NEUTRAL,2025-10-06,19.9,19.1,21.8,10,False,2025-10-21,19.719999313354492,-0.9,0.23,EXIT
ORWE,SERVICES,early,NEUTRAL,2025-10-08,22.24,21.34,24.36,10,False,2025-10-23,23.809999465942383,7.06,1.74,EXIT
ETEL,SERVICES,ultra,NEUTRAL,2025-10-15,49.75,48.5,54.5,10,False,2025-10-29,50.400001525878906,1.31,0.52,EXIT
KZPC,INDUSTRIAL,early,NEUTRAL,2025-10-21,11.56,11.27,12.67,6,False,2025-10-29,11.27,-2.51,1.0,LOSS
CNFN,BANKS,early,NEUTRAL,2025-10-29,4.88,4.68,5.34,2,False,2025-11-02,4.68,-4.1,1.0,LOSS
ABUK,ENERGY,ultra,NEUTRAL,2025-10-21,47.43,46.0,51.96,10,False,2025-11-04,47.459999084472656,0.06,0.02,EXIT
PHDC,REAL_ESTATE,early,NEUTRAL,2025-10-21,7.97,7.73,8.73,10,False,2025-11-04,8.199999809265137,2.89,0.96,EXIT
MFPC,ENERGY,early,NEUTRAL,2025-10-23,29.63,28.74,32.46,9,False,2025-11-05,28.74,-3.0,1.0,LOSS
EGTS,SERVICES,buy,NEUTRAL,2025-11-04,9.14,8.87,10.02,1,False,2025-11-05,8.87,-2.95,1.0,LOSS
EAST,ENERGY,early,NEUTRAL,2025-11-02,41.62,39.95,45.6,4,False,2025-11-06,45.6,9.56,2.38,WIN
FWRY,SERVICES,early,NEUTRAL,2025-10-29,14.5,13.91,15.88,7,False,2025-11-09,15.88,9.52,2.34,WIN
CNFN,BANKS,buy,NEUTRAL,2025-11-05,4.8,4.6,5.25,2,False,2025-11-09,5.25,9.37,2.25,WIN
PHDC,REAL_ESTATE,early,NEUTRAL,2025-11-05,8.31,8.1,9.1,3,False,2025-11-10,8.1,-2.53,1.0,LOSS
ETEL,SERVICES,early,BULL,2025-11-06,52.6,51.01,57.62,6,False,2025-11-16,57.62,9.54,3.16,WIN
ORWE,SERVICES,early,NEUTRAL,2025-11-09,24.38,23.77,26.71,5,False,2025-11-16,23.77,-2.5,1.0,LOSS
CNFN,BANKS,early,NEUTRAL,2025-11-09,5.11,4.91,5.6,5,False,2025-11-16,4.91,-3.91,1.0,LOSS
COMI,BANKS,buy,NEUTRAL,2025-11-04,106.47,102.19,116.63,10,False,2025-11-18,107.0,0.5,0.12,EXIT
SKPC,INDUSTRIAL,early,NEUTRAL,2025-11-10,19.51,18.92,21.37,10,False,2025-11-24,19.020000457763672,-2.51,0.83,EXIT
PHDC,REAL_ESTATE,early,NEUTRAL,2025-11-18,8.19,7.94,8.97,4,False,2025-11-24,7.94,-3.05,1.0,LOSS
CNFN,BANKS,early,NEUTRAL,2025-11-16,4.94,4.74,5.41,7,False,2025-11-25,4.74,-4.05,1.0,LOSS
FWRY,SERVICES,buy,NEUTRAL,2025-11-16,15.62,14.99,17.11,7,False,2025-11-25,14.99,-4.03,1.0,LOSS
ISPH,ENERGY,early,NEUTRAL,2025-11-24,11.13,10.8,12.2,2,False,2025-11-26,10.8,-2.96,1.0,LOSS
SWDY,ENERGY,early,NEUTRAL,2025-11-16,77.58,74.46,84.99,10,False,2025-11-30,76.01000213623047,-2.02,0.5,EXIT
HELI,REAL_ESTATE,buy,NEUTRAL,2025-11-24,3.64,3.5,3.99,5,False,2025-12-01,3.5,-3.85,1.0,LOSS
ETEL,SERVICES,early,NEUTRAL,2025-11-25,63.21,60.67,69.25,7,False,2025-12-04,60.67,-4.02,1.0,LOSS
COMI,BANKS,buy,NEUTRAL,2025-11-30,107.16,103.93,117.39,4,False,2025-12-04,117.39,9.55,3.17,WIN
PHDC,REAL_ESTATE,buy,NEUTRAL,2025-11-25,7.96,7.72,8.72,10,False,2025-12-09,8.600000381469727,8.04,2.67,EXIT
ISPH,ENERGY,buy,NEUTRAL,2025-11-26,10.65,10.33,11.66,10,False,2025-12-10,11.0,3.29,1.09,EXIT
ADIB,BANKS,early,NEUTRAL,2025-12-01,26.96,25.88,29.54,8,False,2025-12-11,29.54,9.57,2.39,WIN
FWRY,SERVICES,early,NEUTRAL,2025-12-04,15.13,14.68,16.58,5,False,2025-12-11,16.58,9.58,3.22,WIN
ORWE,SERVICES,ultra,NEUTRAL,2025-12-09,23.52,22.81,25.77,5,False,2025-12-16,22.81,-3.02,1.0,LOSS
ABUK,ENERGY,early,NEUTRAL,2025-12-11,48.02,46.81,52.6,3,False,2025-12-16,46.81,-2.52,1.0,LOSS
CNFN,BANKS,early,NEUTRAL,2025-12-04,4.97,4.84,5.44,10,False,2025-12-18,4.989999771118164,0.4,0.15,EXIT
FAIT,BANKS,early,NEUTRAL,2025-12-10,33.23,32.4,36.41,6,False,2025-12-18,32.4,-2.5,1.0,LOSS
MFPC,ENERGY,early,NEUTRAL,2025-12-16,28.84,27.68,31.59,6,False,2025-12-24,31.59,9.54,2.37,WIN
KZPC,INDUSTRIAL,ultra,NEUTRAL,2025-12-11,10.19,9.88,11.16,10,False,2025-12-25,10.489999771118164,2.94,0.97,EXIT
AMOC,INDUSTRIAL,early,NEUTRAL,2025-12-16,6.91,6.63,7.56,10,False,2025-12-30,6.920000076293945,0.14,0.04,EXIT
SKPC,INDUSTRIAL,buy,BULL,2025-12-18,19.28,18.7,21.12,10,False,2026-01-04,18.7,-3.01,1.0,LOSS
ABUK,ENERGY,buy,BULL,2025-12-18,48.38,46.92,53.0,10,False,2026-01-04,50.0,3.35,1.11,EXIT
ADIB,BANKS,early,NEUTRAL,2025-12-24,29.55,28.36,32.37,7,False,2026-01-05,28.36,-4.03,1.0,LOSS
CNFN,BANKS,early,NEUTRAL,2025-12-30,5.05,4.85,5.54,5,False,2026-01-08,4.85,-3.96,1.0,LOSS
ETEL,SERVICES,early,NEUTRAL,2026-01-05,63.66,61.1,69.74,2,False,2026-01-08,69.74,9.55,2.38,WIN
EGTS,SERVICES,ultra,NEUTRAL,2025-12-25,8.21,7.96,8.99,10,False,2026-01-12,7.96,-3.05,1.0,LOSS
COMI,BANKS,early,NEUTRAL,2026-01-12,114.52,111.07,125.46,3,False,2026-01-15,125.46,9.55,3.17,WIN
SWDY,ENERGY,early,NEUTRAL,2026-01-04,76.61,73.53,83.93,10,False,2026-01-19,79.4000015258789,3.64,0.91,EXIT
TMGH,REAL_ESTATE,early,NEUTRAL,2026-01-04,76.61,73.53,83.93,10,False,2026-01-19,82.0199966430664,7.06,1.76,EXIT
ETEL,SERVICES,early,NEUTRAL,2026-01-08,68.38,66.66,74.9,8,False,2026-01-20,74.9,9.53,3.79,WIN
JUFO,SERVICES,early,NEUTRAL,2026-01-08,26.73,25.65,29.28,10,False,2026-01-22,27.309999465942383,2.17,0.54,EXIT
COMI,BANKS,early,NEUTRAL,2026-01-15,121.1,116.23,132.66,7,False,2026-01-26,132.66,9.55,2.37,WIN
FWRY,SERVICES,buy,NEUTRAL,2026-01-19,16.06,15.58,17.59,5,False,2026-01-26,17.59,9.53,3.19,WIN
CIEB,BANKS,early,NEUTRAL,2026-01-19,24.93,23.93,27.32,10,False,2026-02-03,25.65999984741211,2.93,0.73,EXIT
TMGH,REAL_ESTATE,early,NEUTRAL,2026-01-20,83.33,79.98,91.29,10,False,2026-02-04,90.19999694824219,8.24,2.05,EXIT
AMOC,INDUSTRIAL,ultra,NEUTRAL,2026-01-22,7.04,6.83,7.72,10,False,2026-02-08,7.170000076293945,1.85,0.62,EXIT
HELI,REAL_ESTATE,ultra,NEUTRAL,2026-01-26,3.54,3.44,3.88,8,False,2026-02-08,3.88,9.6,3.4,WIN
HRHO,SERVICES,early,NEUTRAL,2026-01-26,27.64,26.53,30.28,8,False,2026-02-08,30.28,9.55,2.38,WIN
HELI,REAL_ESTATE,early,NEUTRAL,2026-02-08,3.85,3.73,4.22,5,False,2026-02-15,4.22,9.61,3.08,WIN
MFPC,ENERGY,early,NEUTRAL,2026-02-03,32.82,31.5,35.95,10,False,2026-02-17,35.95,9.54,2.37,WIN
PHDC,REAL_ESTATE,early,NEUTRAL,2026-02-08,8.87,8.51,9.71,7,False,2026-02-17,9.71,9.47,2.33,WIN
ORWE,SERVICES,ultra,NEUTRAL,2026-02-04,22.98,22.29,25.18,10,False,2026-02-18,23.700000762939453,3.13,1.04,EXIT
FAIT,BANKS,early,NEUTRAL,2026-02-08,32.39,31.57,35.48,8,False,2026-02-18,35.48,9.54,3.77,WIN
OCDI,REAL_ESTATE,early,NEUTRAL,2026-02-15,19.4,18.62,21.26,3,False,2026-02-18,21.26,9.59,2.38,WIN
OCDI,REAL_ESTATE,early,NEUTRAL,2026-02-18,20.66,19.83,22.63,1,False,2026-02-19,19.83,-4.02,1.0,LOSS
ETEL,SERVICES,early,NEUTRAL,2026-02-17,96.85,92.96,106.1,3,False,2026-02-22,92.96,-4.02,1.0,LOSS
ORWE,SERVICES,early,NEUTRAL,2026-02-18,23.58,22.63,25.83,2,False,2026-02-22,22.63,-4.03,1.0,LOSS
AMOC,INDUSTRIAL,early,NEUTRAL,2026-02-18,7.41,7.11,8.12,2,False,2026-02-22,7.11,-4.05,1.0,LOSS
SKPC,INDUSTRIAL,early,NEUTRAL,2026-02-17,16.53,16.11,18.1,6,False,2026-02-25,16.11,-2.54,1.0,LOSS
SWDY,ENERGY,ultra,NEUTRAL,2026-02-19,80.35,77.92,88.02,4,False,2026-02-25,77.92,-3.02,1.0,LOSS
PHDC,REAL_ESTATE,early,NEUTRAL,2026-02-22,9.21,8.84,10.09,4,False,2026-02-26,8.84,-4.02,1.0,LOSS
AMOC,INDUSTRIAL,early,NEUTRAL,2026-02-22,7.11,6.83,7.79,5,False,2026-03-01,6.83,-3.94,1.0,LOSS
SAUD,BANKS,early,NEUTRAL,2026-02-25,18.6,17.85,20.37,2,False,2026-03-01,17.85,-4.03,1.0,LOSS
SKPC,INDUSTRIAL,buy,NEUTRAL,2026-02-25,16.52,15.85,18.09,2,False,2026-03-01,15.85,-4.06,1.0,LOSS
EAST,ENERGY,ultra,NEUTRAL,2026-02-26,40.8,39.56,44.69,1,False,2026-03-01,39.56,-3.04,1.0,LOSS
ABUK,ENERGY,early,NEUTRAL,2026-03-01,68.46,66.74,74.99,1,False,2026-03-02,66.74,-2.51,1.0,LOSS
MFPC,ENERGY,early,NEUTRAL,2026-02-22,35.07,33.66,38.42,7,False,2026-03-03,38.42,9.55,2.38,WIN
ABUK,ENERGY,buy,NEUTRAL,2026-03-02,67.46,64.75,73.9,1,False,2026-03-03,73.9,9.55,2.38,WIN
SAUD,BANKS,early,NEUTRAL,2026-03-01,18.63,17.88,20.4,3,False,2026-03-04,17.88,-4.03,1.0,LOSS
MFPC,ENERGY,early,NEUTRAL,2026-03-03,38.31,36.77,41.97,1,False,2026-03-04,41.97,9.55,2.38,WIN
FAIT,BANKS,buy,NEUTRAL,2026-03-03,34.66,33.61,37.96,1,False,2026-03-04,33.61,-3.03,1.0,LOSS
