sym,sector,signal_type,regime,entry_date,entry,stop,target,bars_held,is_short,smart_rank,exit_date,exit,pnl_pct,rr,outcome
ESRS,INDUSTRIAL,ultra,NEUTRAL,2020-08-09,5.43,5.27,5.95,5,False,34.12,2020-08-16,5.95,9.0,3.25,WIN
FAIT,BANKS,ultra,NEUTRAL,2020-07-27,6.19,6.0,6.78,15,False,27.71,2020-08-23,6.684638500213623,7.42,2.6,EXIT
SWDY,ENERGY,ultra,NEUTRAL,2020-08-09,6.25,6.06,6.85,9,False,30.57,2020-08-23,6.85,9.02,3.16,WIN
HRHO,SERVICES,early,NEUTRAL,2020-07-28,7.84,7.52,8.59,15,False,35.83,2020-08-24,8.19999885559082,4.02,1.12,EXIT
JUFO,SERVICES,ultra,NEUTRAL,2020-08-26,6.81,6.61,7.47,1,False,24.51,2020-08-27,6.61,-3.51,1.0,LOSS
EAST,ENERGY,early,NEUTRAL,2020-08-25,7.33,7.11,8.03,5,False,31.46,2020-09-01,7.11,-3.58,1.0,LOSS
ETEL,SERVICES,buy,NEUTRAL,2020-08-16,9.48,9.1,10.38,12,False,25.25,2020-09-02,10.38,8.92,2.37,WIN
SWDY,ENERGY,early,NEUTRAL,2020-08-31,6.8,6.53,7.45,6,False,22.91,2020-09-08,6.53,-4.55,1.0,LOSS
ETEL,SERVICES,early,NEUTRAL,2020-09-03,10.01,9.61,10.96,3,False,28.86,2020-09-08,9.61,-4.57,1.0,LOSS
ABUK,ENERGY,buy,NEUTRAL,2020-09-06,9.62,9.23,10.53,2,False,24.25,2020-09-08,9.23,-4.63,1.0,LOSS
ETEL,SERVICES,early,NEUTRAL,2020-09-08,9.71,9.32,10.64,2,False,28.94,2020-09-10,9.32,-4.59,1.0,LOSS
COMI,BANKS,early,NEUTRAL,2020-08-23,31.31,30.37,34.3,15,False,30.99,2020-09-13,31.542491912841797,0.17,0.25,EXIT
ABUK,ENERGY,buy,NEUTRAL,2020-09-08,9.51,9.13,10.42,6,False,24.11,2020-09-16,10.42,8.99,2.39,WIN
ESRS,INDUSTRIAL,early,NEUTRAL,2020-09-10,6.58,6.31,7.21,7,False,21.94,2020-09-21,6.31,-4.68,1.0,LOSS
ABUK,ENERGY,early,NEUTRAL,2020-09-17,10.21,9.8,11.19,5,False,28.82,2020-09-24,11.19,9.02,2.39,WIN
ORWE,SERVICES,ultra,NEUTRAL,2020-09-16,3.45,3.34,3.78,8,False,27.39,2020-09-28,3.78,8.99,3.0,WIN
ABUK,ENERGY,early,NEUTRAL,2020-09-24,10.94,10.5,11.98,2,False,30.62,2020-09-28,10.5,-4.6,1.0,LOSS
COMI,BANKS,buy,NEUTRAL,2020-09-13,31.38,30.12,34.38,15,False,24.28,2020-10-04,30.897062301635742,-2.11,0.38,EXIT
CIEB,BANKS,ultra,NEUTRAL,2020-09-14,4.7,4.56,5.15,15,False,27.8,2020-10-05,4.901416301727295,3.71,1.44,EXIT
HELI,REAL_ESTATE,ultra,NEUTRAL,2020-10-04,5.36,5.19,5.87,3,False,31.09,2020-10-07,5.87,8.94,3.0,WIN
ABUK,ENERGY,early,NEUTRAL,2020-09-28,10.29,9.88,11.27,9,False,25.31,2020-10-12,9.88,-4.56,1.0,LOSS
SKPC,INDUSTRIAL,early,NEUTRAL,2020-09-22,5.41,5.19,5.93,14,False,23.68,2020-10-13,5.19,-4.64,1.0,LOSS
SWDY,ENERGY,ultra,NEUTRAL,2020-10-05,6.54,6.34,7.17,6,False,32.62,2020-10-14,7.17,9.06,3.15,WIN
EAST,ENERGY,ultra,NEUTRAL,2020-09-29,7.01,6.8,7.68,15,False,25.0,2020-10-21,6.8,-3.57,1.0,LOSS
TMGH,REAL_ESTATE,early,NEUTRAL,2020-10-07,6.24,5.99,6.84,9,False,29.94,2020-10-21,5.99,-4.58,1.0,LOSS
SWDY,ENERGY,early,NEUTRAL,2020-10-14,7.09,6.88,7.77,5,False,31.71,2020-10-21,6.88,-3.54,1.0,LOSS
ETEL,SERVICES,early,NEUTRAL,2020-10-12,9.01,8.65,9.87,8,False,34.77,2020-10-22,8.65,-4.57,1.0,LOSS
SWDY,ENERGY,early,NEUTRAL,2020-10-21,6.96,6.68,7.62,1,False,25.68,2020-10-22,6.68,-4.6,1.0,LOSS
ORWE,SERVICES,buy,NEUTRAL,2020-10-21,3.8,3.65,4.16,1,False,25.35,2020-10-22,3.65,-4.52,1.0,LOSS
COMI,BANKS,early,NEUTRAL,2020-10-13,31.23,29.98,34.21,8,False,35.5,2020-10-25,29.98,-4.58,1.0,LOSS
JUFO,SERVICES,buy,NEUTRAL,2020-10-22,6.17,5.98,6.76,1,False,27.96,2020-10-25,5.98,-3.65,1.0,LOSS
FWRY,SERVICES,early,NEUTRAL,2020-10-27,6.81,6.54,7.46,1,False,23.71,2020-10-28,7.46,8.97,2.41,WIN
JUFO,SERVICES,buy,NEUTRAL,2020-10-25,6.09,5.91,6.68,4,False,28.55,2020-11-01,5.91,-3.53,1.0,LOSS
ISPH,ENERGY,buy,NEUTRAL,2020-10-25,4.79,4.64,5.24,5,False,21.95,2020-11-02,4.64,-3.71,1.0,LOSS
ORWE,SERVICES,early,NEUTRAL,2020-10-28,4.0,3.84,4.38,3,False,20.52,2020-11-03,3.84,-4.57,1.0,LOSS
FAIT,BANKS,early,NEUTRAL,2020-11-03,7.05,6.77,7.72,4,False,24.66,2020-11-09,7.72,8.93,2.39,WIN
ORWE,SERVICES,early,NEUTRAL,2020-11-03,3.84,3.72,4.21,4,False,22.39,2020-11-09,4.21,9.06,3.08,WIN
ABUK,ENERGY,ultra,NEUTRAL,2020-11-02,10.34,10.03,11.33,10,False,30.28,2020-11-16,11.33,9.0,3.19,WIN
ISPH,ENERGY,ultra,NEUTRAL,2020-11-11,4.98,4.83,5.45,3,False,30.16,2020-11-16,4.83,-3.59,1.0,LOSS
OCDI,REAL_ESTATE,buy,NEUTRAL,2020-11-05,11.84,11.37,12.97,8,False,24.3,2020-11-17,12.97,8.97,2.4,WIN
ESRS,INDUSTRIAL,ultra,NEUTRAL,2020-11-16,6.49,6.29,7.11,3,False,34.14,2020-11-19,6.29,-3.66,1.0,LOSS
HELI,REAL_ESTATE,ultra,NEUTRAL,2020-11-16,5.8,5.63,6.36,5,False,28.25,2020-11-23,6.36,9.08,3.29,WIN
TMGH,REAL_ESTATE,early,NEUTRAL,2020-11-22,6.2,5.95,6.8,2,False,25.12,2020-11-24,6.8,9.1,2.4,WIN
ETEL,SERVICES,ultra,NEUTRAL,2020-11-04,8.9,8.63,9.75,15,False,25.0,2020-11-25,9.274239540100098,3.63,1.39,EXIT
FAIT,BANKS,early,NEUTRAL,2020-11-09,7.55,7.25,8.27,12,False,28.72,2020-11-25,7.25,-4.55,1.0,LOSS
HELI,REAL_ESTATE,early,NEUTRAL,2020-11-23,6.31,6.06,6.91,3,False,27.94,2020-11-26,6.06,-4.54,1.0,LOSS
JUFO,SERVICES,early,NEUTRAL,2020-11-26,6.59,6.32,7.22,3,False,24.59,2020-12-01,6.32,-4.67,1.0,LOSS
TMGH,REAL_ESTATE,early,NEUTRAL,2020-11-24,6.71,6.44,7.35,10,False,27.18,2020-12-08,6.44,-4.6,1.0,LOSS
EAST,ENERGY,early,NEUTRAL,2020-12-01,6.94,6.66,7.6,5,False,27.72,2020-12-08,7.6,8.94,2.36,WIN
ABUK,ENERGY,early,NEUTRAL,2020-12-08,12.33,11.84,13.51,3,False,23.81,2020-12-13,11.84,-4.55,1.0,LOSS
SKPC,INDUSTRIAL,early,NEUTRAL,2020-11-29,5.31,5.1,5.82,14,False,28.13,2020-12-17,5.82,9.03,2.43,WIN
HRHO,SERVICES,early,NEUTRAL,2020-11-29,7.58,7.36,8.31,15,False,27.38,2020-12-20,7.988887786865234,4.82,1.86,EXIT
ADIB,BANKS,early,NEUTRAL,2020-12-10,9.09,8.72,9.96,7,False,26.74,2020-12-21,8.72,-4.65,1.0,LOSS
ABUK,ENERGY,early,NEUTRAL,2020-12-13,12.0,11.52,13.15,6,False,22.61,2020-12-21,11.52,-4.57,1.0,LOSS
SKPC,INDUSTRIAL,early,NEUTRAL,2020-12-17,5.72,5.49,6.26,2,False,26.79,2020-12-21,5.49,-4.6,1.0,LOSS
HRHO,SERVICES,early,NEUTRAL,2020-12-20,7.95,7.71,8.71,1,False,36.5,2020-12-21,7.71,-3.59,1.0,LOSS
CIEB,BANKS,ultra,NEUTRAL,2020-12-01,4.68,4.54,5.13,15,False,25.0,2020-12-22,4.963137149810791,5.47,2.02,EXIT
MFPC,ENERGY,early,NEUTRAL,2020-12-23,47.55,45.64,52.09,3,False,21.64,2020-12-28,45.64,-4.59,1.0,LOSS
SKPC,INDUSTRIAL,early,BULL,2020-12-21,5.4,5.18,5.91,6,False,32.12,2020-12-29,5.91,8.87,2.32,WIN
SKPC,INDUSTRIAL,early,NEUTRAL,2020-12-29,5.93,5.69,6.5,6,False,23.23,2021-01-06,6.5,9.04,2.38,WIN
HRHO,SERVICES,early,BULL,2020-12-21,7.66,7.43,8.39,13,False,39.04,2021-01-10,8.39,8.96,3.17,WIN
AMOC,INDUSTRIAL,early,NEUTRAL,2020-12-31,2.01,1.93,2.2,5,False,29.85,2021-01-10,2.2,8.88,2.38,WIN
AMOC,INDUSTRIAL,early,NEUTRAL,2021-01-10,2.23,2.14,2.44,1,False,27.31,2021-01-11,2.14,-4.61,1.0,LOSS
CIEB,BANKS,early,NEUTRAL,2020-12-24,5.05,4.84,5.53,15,False,23.49,2021-01-17,4.999444484710693,-1.58,0.24,EXIT
TMGH,REAL_ESTATE,early,BULL,2020-12-30,6.13,5.88,6.71,12,False,28.72,2021-01-18,6.71,8.89,2.32,WIN
JUFO,SERVICES,early,NEUTRAL,2021-01-18,6.32,6.07,6.93,3,False,28.35,2021-01-21,6.07,-4.53,1.0,LOSS
ABUK,ENERGY,early,NEUTRAL,2021-01-21,12.68,12.3,13.89,6,False,24.59,2021-02-01,13.89,8.97,3.18,WIN
COMI,BANKS,early,NEUTRAL,2021-01-11,28.61,27.46,31.34,15,False,31.92,2021-02-02,29.309022903442383,1.87,0.61,EXIT
CIEB,BANKS,early,NEUTRAL,2021-01-21,5.2,5.05,5.7,7,False,25.96,2021-02-02,5.05,-3.46,1.0,LOSS
ORWE,SERVICES,ultra,BULL,2021-01-12,4.63,4.49,5.07,15,False,34.7,2021-02-03,4.49,-3.6,1.0,LOSS
JUFO,SERVICES,early,NEUTRAL,2021-02-01,6.29,6.04,6.9,4,False,30.05,2021-02-07,6.04,-4.55,1.0,LOSS
ETEL,SERVICES,buy,NEUTRAL,2021-02-02,8.45,8.19,9.25,4,False,25.18,2021-02-08,8.19,-3.65,1.0,LOSS
ABUK,ENERGY,early,NEUTRAL,2021-02-03,13.23,12.7,14.5,3,False,22.88,2021-02-08,12.7,-4.58,1.0,LOSS
TMGH,REAL_ESTATE,early,NEUTRAL,2021-01-19,6.68,6.41,7.32,15,False,25.75,2021-02-10,6.701803684234619,-0.25,0.08,EXIT
ADIB,BANKS,early,NEUTRAL,2021-02-07,9.51,9.12,10.41,5,False,29.67,2021-02-14,9.12,-4.68,1.0,LOSS
FAIT,BANKS,early,NEUTRAL,2021-02-04,7.77,7.53,8.51,12,False,25.77,2021-02-22,7.53,-3.66,1.0,LOSS
ADIB,BANKS,buy,NEUTRAL,2021-02-14,9.14,8.77,10.02,7,False,24.14,2021-02-23,8.77,-4.62,1.0,LOSS
OCDI,REAL_ESTATE,buy,NEUTRAL,2021-02-10,15.07,14.61,16.51,10,False,24.9,2021-02-24,14.61,-3.63,1.0,LOSS
EAST,ENERGY,early,NEUTRAL,2021-02-25,9.33,9.09,10.22,1,False,33.29,2021-02-28,9.09,-3.15,1.0,LOSS
HRHO,SERVICES,early,NEUTRAL,2021-02-11,8.73,8.38,9.56,14,False,25.91,2021-03-03,8.38,-4.58,1.0,LOSS
ISPH,ENERGY,buy,NEUTRAL,2021-02-16,4.2,4.08,4.6,11,False,27.22,2021-03-03,4.08,-3.43,1.0,LOSS
EAST,ENERGY,early,NEUTRAL,2021-03-01,9.26,8.98,10.15,4,False,36.39,2021-03-07,8.98,-3.6,1.0,LOSS
ABUK,ENERGY,early,NEUTRAL,2021-02-28,12.65,12.27,13.86,6,False,33.26,2021-03-08,12.27,-3.58,1.0,LOSS
OCDI,REAL_ESTATE,early,BULL,2021-03-03,16.22,15.73,17.77,4,False,36.07,2021-03-09,15.73,-3.6,1.0,LOSS
AMOC,INDUSTRIAL,buy,NEUTRAL,2021-03-08,2.08,2.02,2.28,1,False,29.12,2021-03-09,2.02,-3.46,1.0,LOSS
AMOC,INDUSTRIAL,early,NEUTRAL,2021-03-09,2.04,1.97,2.23,3,False,30.63,2021-03-14,1.97,-4.01,1.0,LOSS
SKPC,INDUSTRIAL,ultra,BULL,2021-03-03,6.84,6.63,7.49,9,False,33.33,2021-03-16,6.63,-3.65,1.0,LOSS
ORWE,SERVICES,buy,NEUTRAL,2021-03-14,4.63,4.49,5.07,2,False,24.72,2021-03-16,4.49,-3.6,1.0,LOSS
COMI,BANKS,buy,NEUTRAL,2021-02-24,28.34,27.63,31.05,15,False,31.21,2021-03-17,28.11567497253418,-1.37,0.32,EXIT
SAUD,BANKS,buy,NEUTRAL,2021-03-15,3.93,3.77,4.31,4,False,22.56,2021-03-21,3.77,-4.65,1.0,LOSS
OCDI,REAL_ESTATE,buy,NEUTRAL,2021-03-15,15.98,15.5,17.51,6,False,23.61,2021-03-23,15.5,-3.58,1.0,LOSS
JUFO,SERVICES,buy,NEUTRAL,2021-03-30,5.22,5.09,5.72,1,False,28.46,2021-03-31,5.09,-3.07,1.0,LOSS
SWDY,ENERGY,buy,NEUTRAL,2021-03-25,8.43,8.1,9.24,6,False,24.78,2021-04-04,8.1,-4.49,1.0,LOSS
ABUK,ENERGY,buy,NEUTRAL,2021-03-25,12.45,11.95,13.64,6,False,22.61,2021-04-04,11.95,-4.59,1.0,LOSS
COMI,BANKS,buy,NEUTRAL,2021-03-29,27.28,26.18,29.88,4,False,22.58,2021-04-04,26.18,-4.61,1.0,LOSS
HELI,REAL_ESTATE,buy,NEUTRAL,2021-04-04,4.58,4.39,5.01,1,False,29.34,2021-04-05,4.39,-4.72,1.0,LOSS
HRHO,SERVICES,buy,NEUTRAL,2021-03-29,8.03,7.71,8.8,12,False,25.25,2021-04-14,7.71,-4.56,1.0,LOSS
ETEL,SERVICES,buy,NEUTRAL,2021-04-08,8.17,7.92,8.95,4,False,21.98,2021-04-14,7.92,-3.63,1.0,LOSS
FWRY,SERVICES,early,NEUTRAL,2021-04-11,10.45,10.03,11.45,3,False,29.15,2021-04-14,11.45,8.99,2.38,WIN
AMOC,INDUSTRIAL,early,BULL,2021-04-13,2.02,1.94,2.21,1,False,35.25,2021-04-14,1.94,-4.54,1.0,LOSS
FWRY,SERVICES,early,BULL,2021-04-14,11.4,10.94,12.49,1,False,35.31,2021-04-15,10.94,-4.61,1.0,LOSS
SKPC,INDUSTRIAL,buy,BULL,2021-04-14,6.2,5.95,6.79,1,False,32.84,2021-04-15,5.95,-4.61,1.0,LOSS
FWRY,SERVICES,early,NEUTRAL,2021-04-15,11.19,10.74,12.26,1,False,31.03,2021-04-18,12.26,8.99,2.38,WIN
FWRY,SERVICES,early,NEUTRAL,2021-04-18,11.45,10.99,12.54,2,False,24.04,2021-04-20,10.99,-4.59,1.0,LOSS
ORWE,SERVICES,ultra,NEUTRAL,2021-03-31,4.66,4.52,5.1,15,False,25.0,2021-04-21,4.783921718597412,2.08,0.89,EXIT
SKPC,INDUSTRIAL,buy,NEUTRAL,2021-04-15,6.03,5.78,6.6,6,False,26.75,2021-04-25,6.6,8.88,2.28,WIN
FWRY,SERVICES,early,BULL,2021-04-20,11.11,10.67,12.17,4,False,20.01,2021-04-26,10.67,-4.54,1.0,LOSS
AMOC,INDUSTRIAL,early,NEUTRAL,2021-04-21,1.99,1.91,2.18,3,False,27.13,2021-04-26,1.91,-4.6,1.0,LOSS
ORWE,SERVICES,ultra,NEUTRAL,2021-04-25,4.78,4.64,5.24,1,False,25.0,2021-04-26,4.64,-3.5,1.0,LOSS
ESRS,INDUSTRIAL,ultra,NEUTRAL,2021-04-26,8.61,8.35,9.43,5,False,35.43,2021-05-06,9.43,8.95,3.15,WIN
SKPC,INDUSTRIAL,early,NEUTRAL,2021-04-26,6.44,6.18,7.06,8,False,28.73,2021-05-11,7.06,9.05,2.38,WIN
ETEL,SERVICES,buy,NEUTRAL,2021-04-18,8.15,7.91,8.93,15,False,23.64,2021-05-17,8.48390007019043,3.52,1.39,EXIT
COMI,BANKS,early,NEUTRAL,2021-04-21,27.34,26.24,29.95,14,False,29.28,2021-05-19,26.24,-4.6,1.0,LOSS
SWDY,ENERGY,ultra,NEUTRAL,2021-05-19,7.93,7.69,8.68,2,False,31.89,2021-05-23,8.68,8.88,3.13,WIN
ESRS,INDUSTRIAL,early,NEUTRAL,2021-05-06,9.25,8.97,10.13,10,False,27.28,2021-05-25,8.97,-3.6,1.0,LOSS
SWDY,ENERGY,early,NEUTRAL,2021-05-23,8.34,8.08,9.13,2,False,33.49,2021-05-25,8.08,-3.69,1.0,LOSS
SKPC,INDUSTRIAL,early,NEUTRAL,2021-05-11,6.88,6.67,7.53,8,False,30.98,2021-05-26,6.67,-3.63,1.0,LOSS
SWDY,ENERGY,ultra,NEUTRAL,2021-05-25,8.13,7.88,8.9,1,False,37.61,2021-05-26,7.88,-3.65,1.0,LOSS
SWDY,ENERGY,buy,NEUTRAL,2021-05-26,7.94,7.7,8.69,1,False,28.02,2021-05-27,7.7,-3.6,1.0,LOSS
CNFN,BANKS,buy,NEUTRAL,2021-05-26,3.5,3.39,3.83,1,False,22.9,2021-05-27,3.83,8.85,3.0,WIN
CIEB,BANKS,buy,NEUTRAL,2021-05-04,4.18,4.07,4.58,15,False,23.05,2021-05-30,4.171648979187012,-0.77,0.08,EXIT
ADIB,BANKS,early,NEUTRAL,2021-06-01,8.98,8.62,9.84,1,False,29.64,2021-06-02,8.62,-4.58,1.0,LOSS
HELI,REAL_ESTATE,ultra,NEUTRAL,2021-05-17,4.29,4.16,4.69,15,False,25.09,2021-06-07,4.361459255218506,1.09,0.55,EXIT
ETEL,SERVICES,early,NEUTRAL,2021-05-25,8.6,8.26,9.42,9,False,25.38,2021-06-07,9.42,8.96,2.41,WIN
CNFN,BANKS,buy,NEUTRAL,2021-05-27,3.61,3.5,3.96,7,False,23.55,2021-06-07,3.5,-3.62,1.0,LOSS
ETEL,SERVICES,early,NEUTRAL,2021-06-07,9.11,8.74,9.98,1,False,30.77,2021-06-08,9.98,8.97,2.35,WIN
ESRS,INDUSTRIAL,ultra,NEUTRAL,2021-06-09,9.39,9.1,10.28,2,False,34.59,2021-06-13,9.1,-3.66,1.0,LOSS
TMGH,REAL_ESTATE,early,NEUTRAL,2021-06-08,5.9,5.67,6.47,4,False,27.35,2021-06-14,5.67,-4.47,1.0,LOSS
JUFO,SERVICES,early,NEUTRAL,2021-06-14,5.32,5.1,5.83,1,False,27.19,2021-06-15,5.1,-4.71,1.0,LOSS
