sym,sector,signal_type,regime,entry_date,entry,stop,target,bars_held,is_short,smart_rank,exit_date,exit,pnl_pct,rr,outcome
ESRS,INDUSTRIAL,ultra,NEUTRAL,2020-07-07,5.38,5.22,5.9,2,False,25.0,2020-07-09,5.22,-3.55,1.0,LOSS
OCDI,REAL_ESTATE,early,NEUTRAL,2020-07-08,10.5,10.19,11.51,3,False,30.16,2020-07-13,10.19,-3.53,1.0,LOSS
ABUK,ENERGY,early,NEUTRAL,2020-07-12,8.5,8.16,9.31,2,False,25.2,2020-07-14,8.16,-4.57,1.0,LOSS
ISPH,ENERGY,ultra,NEUTRAL,2020-06-23,5.87,5.69,6.43,14,False,25.0,2020-07-15,5.69,-3.64,1.0,LOSS
CIEB,BANKS,early,NEUTRAL,2020-06-24,5.24,5.03,5.74,13,False,27.18,2020-07-15,5.03,-4.58,1.0,LOSS
SKPC,INDUSTRIAL,ultra,NEUTRAL,2020-07-09,3.58,3.47,3.93,4,False,26.91,2020-07-15,3.47,-3.65,1.0,LOSS
OCDI,REAL_ESTATE,early,NEUTRAL,2020-07-13,10.46,10.04,11.45,2,False,22.26,2020-07-15,10.04,-4.59,1.0,LOSS
ADIB,BANKS,early,NEUTRAL,2020-07-14,7.55,7.32,8.27,1,False,22.02,2020-07-15,7.32,-3.62,1.0,LOSS
OCDI,REAL_ESTATE,early,NEUTRAL,2020-07-15,9.95,9.55,10.9,1,False,20.48,2020-07-16,9.55,-4.6,1.0,LOSS
HRHO,SERVICES,early,NEUTRAL,2020-07-26,8.31,7.97,9.1,2,False,24.89,2020-07-28,7.97,-4.67,1.0,LOSS
ORWE,SERVICES,early,NEUTRAL,2020-07-15,3.4,3.26,3.72,13,False,22.66,2020-08-09,3.72,8.84,2.29,WIN
SKPC,INDUSTRIAL,ultra,NEUTRAL,2020-07-26,3.82,3.7,4.18,7,False,29.62,2020-08-09,4.18,8.85,3.0,WIN
TMGH,REAL_ESTATE,ultra,NEUTRAL,2020-08-04,5.56,5.39,6.09,8,False,20.77,2020-08-16,6.09,8.96,3.12,WIN
ESRS,INDUSTRIAL,ultra,NEUTRAL,2020-08-09,5.43,5.27,5.95,5,False,31.13,2020-08-16,5.95,9.0,3.25,WIN
FAIT,BANKS,ultra,NEUTRAL,2020-07-27,6.19,6.0,6.78,15,False,25.74,2020-08-23,6.684638023376465,7.42,2.6,EXIT
