sym,sector,signal_type,regime,entry_date,entry,stop,target,bars_held,is_short,exit_date,exit,pnl_pct,rr,outcome
ISPH,ENERGY,ultra,NEUTRAL,2024-04-15,2.76,2.67,2.97,3,False,2024-04-18,2.67,-3.26,1.0,LOSS
ABUK,ENERGY,early,NEUTRAL,2024-04-16,57.3,55.57,61.62,2,False,2024-04-18,55.57,-3.02,1.0,LOSS
MFPC,ENERGY,ultra,NEUTRAL,2024-04-17,50.18,48.67,53.96,1,False,2024-04-18,48.67,-3.01,1.0,LOSS
ADIB,BANKS,watch,NEUTRAL,2024-04-17,34.82,33.42,37.44,3,False,2024-04-22,33.42,-4.02,1.0,LOSS
MFPC,ENERGY,watch,NEUTRAL,2024-04-18,46.36,44.97,49.86,2,False,2024-04-22,44.97,-3.0,1.0,LOSS
COMI,BANKS,watch,NEUTRAL,2024-04-03,76.99,74.67,82.79,10,False,2024-04-23,75.27530670166016,-2.23,0.74,EXIT
PHDC,REAL_ESTATE,ultra,NEUTRAL,2024-04-18,3.84,3.72,4.13,3,False,2024-04-23,3.72,-3.12,1.0,LOSS
HELI,REAL_ESTATE,watch,NEUTRAL,2024-04-18,9.58,9.3,10.31,3,False,2024-04-23,9.3,-2.92,1.0,LOSS
OCDI,REAL_ESTATE,early,NEUTRAL,2024-04-22,51.51,49.44,55.39,1,False,2024-04-23,49.44,-4.02,1.0,LOSS
OCDI,REAL_ESTATE,early,NEUTRAL,2024-04-23,48.41,46.46,52.06,1,False,2024-04-24,46.46,-4.03,1.0,LOSS
FAIT,BANKS,watch,NEUTRAL,2024-04-23,28.51,27.37,30.66,1,False,2024-04-24,27.37,-4.0,1.0,LOSS
ESRS,INDUSTRIAL,watch,NEUTRAL,2024-04-23,61.69,59.21,66.34,1,False,2024-04-24,59.21,-4.02,1.0,LOSS
EGTS,SERVICES,early,NEUTRAL,2024-05-08,5.8,5.57,6.24,2,False,2024-05-12,5.57,-3.97,1.0,LOSS
HELI,REAL_ESTATE,watch,NEUTRAL,2024-05-08,9.04,8.68,9.72,2,False,2024-05-12,8.68,-3.98,1.0,LOSS
ESRS,INDUSTRIAL,watch,NEUTRAL,2024-05-09,62.7,60.18,67.43,1,False,2024-05-12,60.18,-4.02,1.0,LOSS
ADIB,BANKS,buy,NEUTRAL,2024-05-12,31.45,30.19,33.82,5,False,2024-05-19,33.82,7.54,1.88,WIN
FWRY,SERVICES,watch,NEUTRAL,2024-05-14,5.97,5.73,6.42,3,False,2024-05-19,6.42,7.54,1.88,WIN
HELI,REAL_ESTATE,watch,NEUTRAL,2024-05-12,8.57,8.23,9.22,6,False,2024-05-20,9.22,7.58,1.91,WIN
TMGH,REAL_ESTATE,early,NEUTRAL,2024-05-14,58.84,56.47,63.27,4,False,2024-05-20,63.27,7.53,1.87,WIN
HRHO,SERVICES,watch,BULL,2024-05-19,15.47,15.08,16.64,2,False,2024-05-21,15.08,-2.52,1.0,LOSS
SKPC,INDUSTRIAL,early,NEUTRAL,2024-05-20,29.76,28.57,32.01,2,False,2024-05-22,28.57,-4.0,1.0,LOSS
FAIT,BANKS,watch,NEUTRAL,2024-05-12,27.91,26.79,30.02,10,False,2024-05-26,28.48905372619629,2.07,0.52,EXIT
HELI,REAL_ESTATE,watch,NEUTRAL,2024-05-20,9.04,8.68,9.72,5,False,2024-05-27,9.72,7.52,1.89,WIN
KZPC,INDUSTRIAL,watch,NEUTRAL,2024-05-20,6.0,5.76,6.45,6,False,2024-05-28,5.76,-4.0,1.0,LOSS
SKPC,INDUSTRIAL,early,NEUTRAL,2024-05-26,28.29,27.44,30.43,2,False,2024-05-28,27.44,-3.0,1.0,LOSS
ADIB,BANKS,watch,NEUTRAL,2024-05-21,33.09,32.09,35.59,7,False,2024-05-30,32.09,-3.02,1.0,LOSS
HELI,REAL_ESTATE,early,NEUTRAL,2024-05-27,9.41,9.13,10.12,4,False,2024-06-02,10.12,7.55,2.54,WIN
EAST,ENERGY,early,NEUTRAL,2024-05-30,23.33,22.74,25.09,1,False,2024-06-02,22.74,-2.53,1.0,LOSS
HRHO,SERVICES,watch,NEUTRAL,2024-05-22,15.52,15.13,16.69,8,False,2024-06-03,16.69,7.54,3.0,WIN
ESRS,INDUSTRIAL,early,NEUTRAL,2024-05-28,76.96,73.87,82.76,6,False,2024-06-05,73.87,-4.02,1.0,LOSS
AMOC,INDUSTRIAL,early,NEUTRAL,2024-06-03,7.62,7.31,8.19,2,False,2024-06-05,7.31,-4.07,1.0,LOSS
COMI,BANKS,watch,NEUTRAL,2024-06-03,73.92,71.69,79.5,4,False,2024-06-09,71.69,-3.02,1.0,LOSS
JUFO,SERVICES,buy,NEUTRAL,2024-05-28,16.06,15.41,17.27,10,False,2024-06-11,17.27,7.53,1.86,WIN
HELI,REAL_ESTATE,early,NEUTRAL,2024-06-02,10.17,9.87,10.94,7,False,2024-06-11,9.87,-2.95,1.0,LOSS
ESRS,INDUSTRIAL,watch,NEUTRAL,2024-06-10,74.23,71.99,79.82,1,False,2024-06-11,79.82,7.53,2.5,WIN
JUFO,SERVICES,early,NEUTRAL,2024-06-11,17.4,16.87,18.71,1,False,2024-06-12,16.87,-3.05,1.0,LOSS
HRHO,SERVICES,early,NEUTRAL,2024-06-05,17.12,16.44,18.41,7,False,2024-06-23,18.41,7.54,1.9,WIN
PHDC,REAL_ESTATE,early,NEUTRAL,2024-06-09,4.03,3.91,4.33,8,False,2024-06-26,4.33,7.44,2.5,WIN
JUFO,SERVICES,early,NEUTRAL,2024-06-13,17.44,16.91,18.75,4,False,2024-06-26,18.75,7.51,2.47,WIN
ESRS,INDUSTRIAL,early,NEUTRAL,2024-06-23,81.21,79.17,87.33,3,False,2024-06-26,87.33,7.54,3.0,WIN
ADIB,BANKS,ultra,NEUTRAL,2024-06-24,33.17,32.17,35.67,3,False,2024-06-27,35.67,7.54,2.5,WIN
JUFO,SERVICES,watch,NEUTRAL,2024-06-26,19.1,18.34,20.54,1,False,2024-06-27,18.34,-3.98,1.0,LOSS
HRHO,SERVICES,watch,NEUTRAL,2024-06-27,19.6,18.81,21.08,5,False,2024-07-07,21.08,7.55,1.87,WIN
MFPC,ENERGY,watch,NEUTRAL,2024-06-23,38.69,37.52,41.61,10,False,2024-07-08,37.9957275390625,-1.79,0.59,EXIT
ISPH,ENERGY,early,NEUTRAL,2024-07-07,2.99,2.9,3.22,2,False,2024-07-09,2.9,-3.01,1.0,LOSS
ETEL,SERVICES,ultra,NEUTRAL,2024-06-26,29.05,28.17,31.24,10,False,2024-07-14,29.682546615600586,2.18,0.72,EXIT
COMI,BANKS,early,NEUTRAL,2024-06-27,74.77,72.89,80.41,10,False,2024-07-15,76.21709442138672,1.94,0.77,EXIT
FAIT,BANKS,early,NEUTRAL,2024-06-27,28.8,27.64,30.97,10,False,2024-07-15,28.42441177368164,-1.3,0.32,EXIT
EAST,ENERGY,watch,NEUTRAL,2024-07-15,15.65,15.18,16.83,2,False,2024-07-17,16.83,7.54,2.51,WIN
EAST,ENERGY,ultra,NEUTRAL,2024-07-17,16.79,16.28,18.05,1,False,2024-07-18,18.05,7.5,2.47,WIN
FWRY,SERVICES,early,NEUTRAL,2024-07-08,6.64,6.37,7.14,10,False,2024-07-23,6.820000171661377,2.71,0.67,EXIT
ISPH,ENERGY,early,NEUTRAL,2024-07-09,2.89,2.77,3.1,10,False,2024-07-24,2.929626226425171,1.37,0.33,EXIT
HRHO,SERVICES,early,NEUTRAL,2024-07-14,21.44,20.58,23.06,10,False,2024-07-29,21.100000381469727,-1.59,0.4,EXIT
EAST,ENERGY,early,NEUTRAL,2024-07-24,19.01,18.53,20.44,3,False,2024-07-30,18.53,-2.52,1.0,LOSS
FAIT,BANKS,watch,NEUTRAL,2024-07-16,28.31,27.46,30.44,10,False,2024-07-31,28.876911163330078,2.0,0.67,EXIT
ADIB,BANKS,early,NEUTRAL,2024-07-29,36.32,34.86,39.05,2,False,2024-07-31,39.05,7.52,1.87,WIN
ETEL,SERVICES,early,NEUTRAL,2024-07-18,31.42,30.47,33.79,10,False,2024-08-04,30.47,-3.02,1.0,LOSS
ABUK,ENERGY,early,NEUTRAL,2024-07-31,48.3,46.84,51.94,2,False,2024-08-04,46.84,-3.02,1.0,LOSS
EAST,ENERGY,early,NEUTRAL,2024-07-30,18.6,17.85,20.0,4,False,2024-08-05,17.85,-4.03,1.0,LOSS
ETEL,SERVICES,early,NEUTRAL,2024-08-04,31.33,30.07,33.7,1,False,2024-08-05,30.07,-4.02,1.0,LOSS
ESRS,INDUSTRIAL,early,NEUTRAL,2024-07-23,82.78,79.46,89.02,10,False,2024-08-07,89.02,7.54,1.88,WIN
OCDI,REAL_ESTATE,watch,NEUTRAL,2024-08-07,41.39,40.14,44.51,1,False,2024-08-08,40.14,-3.02,1.0,LOSS
ADIB,BANKS,early,NEUTRAL,2024-08-04,37.78,36.26,40.63,5,False,2024-08-11,40.63,7.54,1.87,WIN
TMGH,REAL_ESTATE,buy,NEUTRAL,2024-08-07,55.79,54.11,60.0,3,False,2024-08-12,60.0,7.55,2.51,WIN
ESRS,INDUSTRIAL,watch,NEUTRAL,2024-08-07,94.54,92.17,101.67,3,False,2024-08-12,101.67,7.54,3.01,WIN
OCDI,REAL_ESTATE,ultra,NEUTRAL,2024-08-11,41.79,40.53,44.94,2,False,2024-08-13,44.94,7.54,2.5,WIN
SWDY,ENERGY,watch,NEUTRAL,2024-08-12,66.81,64.13,71.85,1,False,2024-08-13,64.13,-4.01,1.0,LOSS
COMI,BANKS,watch,NEUTRAL,2024-07-31,80.46,77.23,86.53,10,False,2024-08-14,81.55714416503906,1.36,0.34,EXIT
SWDY,ENERGY,watch,NEUTRAL,2024-08-13,62.53,60.01,67.24,1,False,2024-08-14,60.01,-4.03,1.0,LOSS
TMGH,REAL_ESTATE,ultra,NEUTRAL,2024-08-13,58.42,56.66,62.82,3,False,2024-08-18,56.66,-3.01,1.0,LOSS
EGTS,SERVICES,watch,NEUTRAL,2024-08-08,5.73,5.56,6.16,9,False,2024-08-21,6.16,7.5,2.53,WIN
ISPH,ENERGY,watch,NEUTRAL,2024-08-13,2.76,2.67,2.97,6,False,2024-08-21,2.97,7.61,2.33,WIN
OCDI,REAL_ESTATE,early,NEUTRAL,2024-08-18,48.48,46.53,52.13,4,False,2024-08-22,52.13,7.53,1.87,WIN
KZPC,INDUSTRIAL,early,NEUTRAL,2024-08-21,7.07,6.78,7.6,2,False,2024-08-25,7.6,7.5,1.83,WIN
FWRY,SERVICES,early,NEUTRAL,2024-08-21,6.97,6.76,7.5,3,False,2024-08-26,7.5,7.6,2.52,WIN
HRHO,SERVICES,early,NEUTRAL,2024-08-22,21.5,20.64,23.12,2,False,2024-08-26,23.12,7.53,1.88,WIN
SKPC,INDUSTRIAL,ultra,NEUTRAL,2024-08-14,26.54,25.74,28.55,10,False,2024-08-28,27.56296730041504,3.85,1.28,EXIT
COMI,BANKS,early,NEUTRAL,2024-08-14,81.15,79.11,87.27,10,False,2024-08-28,85.92627716064453,5.89,2.34,EXIT
KZPC,INDUSTRIAL,watch,NEUTRAL,2024-08-28,8.5,8.16,9.14,3,False,2024-09-02,8.16,-4.0,1.0,LOSS
FAIT,BANKS,ultra,NEUTRAL,2024-08-25,28.52,27.66,30.67,10,False,2024-09-08,28.61833953857422,0.34,0.11,EXIT
SAUD,BANKS,ultra,NEUTRAL,2024-08-26,10.25,9.94,11.03,10,False,2024-09-09,10.341416358947754,0.89,0.29,EXIT
HELI,REAL_ESTATE,early,NEUTRAL,2024-08-26,9.49,9.1,10.2,10,False,2024-09-09,9.46551513671875,-0.26,0.06,EXIT
EAST,ENERGY,early,BULL,2024-09-02,21.13,20.28,22.72,5,False,2024-09-09,20.28,-4.02,1.0,LOSS
ABUK,ENERGY,early,NEUTRAL,2024-09-08,49.08,47.11,52.78,2,False,2024-09-10,47.11,-4.01,1.0,LOSS
CNFN,BANKS,early,NEUTRAL,2024-08-28,4.13,3.96,4.44,10,False,2024-09-11,4.269999980926514,3.39,0.82,EXIT
KZPC,INDUSTRIAL,watch,NEUTRAL,2024-09-09,11.57,11.11,12.44,2,False,2024-09-11,11.11,-3.98,1.0,LOSS
ORWE,SERVICES,buy,NEUTRAL,2024-09-09,22.12,21.46,23.79,3,False,2024-09-12,23.79,7.55,2.53,WIN
ISPH,ENERGY,early,NEUTRAL,2024-09-10,3.55,3.41,3.82,3,False,2024-09-16,3.82,7.61,1.93,WIN
CNFN,BANKS,early,NEUTRAL,2024-09-16,4.18,4.01,4.49,1,False,2024-09-17,4.49,7.42,1.82,WIN
CNFN,BANKS,watch,NEUTRAL,2024-09-17,5.01,4.89,5.39,1,False,2024-09-18,5.39,7.58,3.17,WIN
CNFN,BANKS,watch,NEUTRAL,2024-09-18,5.08,4.88,5.47,1,False,2024-09-19,4.88,-3.94,1.0,LOSS
SAUD,BANKS,watch,NEUTRAL,2024-09-09,10.29,9.98,11.07,10,False,2024-09-24,10.601811408996582,3.03,1.01,EXIT
HELI,REAL_ESTATE,buy,NEUTRAL,2024-09-17,9.48,9.19,10.19,5,False,2024-09-24,10.19,7.49,2.45,WIN
JUFO,SERVICES,early,NEUTRAL,2024-09-17,24.51,23.52,26.35,10,False,2024-10-01,26.35,7.51,1.86,WIN
FWRY,SERVICES,watch,NEUTRAL,2024-09-19,8.36,8.15,8.99,10,False,2024-10-03,8.5,1.67,0.67,EXIT
ADIB,BANKS,early,NEUTRAL,2024-09-24,40.2,38.99,43.23,7,False,2024-10-03,38.99,-3.01,1.0,LOSS
OCDI,REAL_ESTATE,ultra,NEUTRAL,2024-10-01,50.05,48.54,53.82,2,False,2024-10-03,53.82,7.53,2.5,WIN
EAST,ENERGY,early,NEUTRAL,2024-09-22,21.98,21.09,23.63,10,False,2024-10-07,23.446279525756836,6.67,1.65,EXIT
OCDI,REAL_ESTATE,early,NEUTRAL,2024-10-03,53.98,52.35,58.05,1,False,2024-10-07,58.05,7.54,2.5,WIN
CIEB,BANKS,watch,NEUTRAL,2024-10-03,17.03,16.52,18.31,2,False,2024-10-08,16.52,-2.99,1.0,LOSS
OCDI,REAL_ESTATE,watch,BULL,2024-10-07,62.34,60.46,67.04,1,False,2024-10-08,60.46,-3.02,1.0,LOSS
JUFO,SERVICES,watch,BULL,2024-10-07,29.54,28.36,31.77,1,False,2024-10-08,28.36,-3.99,1.0,LOSS
HRHO,SERVICES,early,NEUTRAL,2024-09-24,23.83,22.87,25.63,10,False,2024-10-09,23.75,-0.34,0.08,EXIT
OCDI,REAL_ESTATE,watch,BULL,2024-10-08,61.19,58.73,65.81,1,False,2024-10-09,65.81,7.55,1.88,WIN
OCDI,REAL_ESTATE,watch,NEUTRAL,2024-10-09,66.76,64.08,71.8,1,False,2024-10-10,71.8,7.55,1.88,WIN
JUFO,SERVICES,early,BULL,2024-10-08,28.71,27.56,30.88,3,False,2024-10-13,27.56,-4.01,1.0,LOSS
OCDI,REAL_ESTATE,watch,NEUTRAL,2024-10-10,70.08,67.26,75.36,2,False,2024-10-14,67.26,-4.02,1.0,LOSS
JUFO,SERVICES,early,NEUTRAL,2024-10-13,26.76,25.69,28.78,2,False,2024-10-15,28.78,7.55,1.89,WIN
EAST,ENERGY,early,BULL,2024-10-08,22.82,21.9,24.54,6,False,2024-10-16,24.54,7.54,1.87,WIN
ORWE,SERVICES,ultra,NEUTRAL,2024-10-14,23.21,22.51,24.96,2,False,2024-10-16,24.96,7.54,2.5,WIN
SAUD,BANKS,early,NEUTRAL,2024-10-03,11.05,10.6,11.88,9,False,2024-10-17,11.88,7.51,1.84,WIN
AMOC,INDUSTRIAL,watch,NEUTRAL,2024-10-09,7.28,7.06,7.83,6,False,2024-10-17,7.06,-3.02,1.0,LOSS
EGTS,SERVICES,watch,NEUTRAL,2024-10-15,5.72,5.55,6.15,2,False,2024-10-17,5.55,-2.97,1.0,LOSS
ORWE,SERVICES,early,NEUTRAL,2024-10-16,25.38,24.62,27.3,1,False,2024-10-17,24.62,-2.99,1.0,LOSS
TMGH,REAL_ESTATE,buy,NEUTRAL,2024-10-17,57.77,56.03,62.13,1,False,2024-10-20,56.03,-3.01,1.0,LOSS
ORWE,SERVICES,watch,NEUTRAL,2024-10-17,25.94,25.29,27.9,1,False,2024-10-20,27.9,7.56,3.02,WIN
EAST,ENERGY,watch,NEUTRAL,2024-10-17,25.18,24.55,27.08,2,False,2024-10-21,24.55,-2.5,1.0,LOSS
ORWE,SERVICES,watch,NEUTRAL,2024-10-20,27.12,26.03,29.16,1,False,2024-10-21,29.16,7.52,1.87,WIN
SAUD,BANKS,watch,NEUTRAL,2024-10-17,11.93,11.63,12.83,3,False,2024-10-22,12.83,7.54,3.0,WIN
KZPC,INDUSTRIAL,buy,NEUTRAL,2024-10-20,10.5,10.08,11.29,2,False,2024-10-22,11.29,7.52,1.88,WIN
ESRS,INDUSTRIAL,early,NEUTRAL,2024-10-22,105.5,101.26,113.45,1,False,2024-10-23,101.26,-4.02,1.0,LOSS
ABUK,ENERGY,early,NEUTRAL,2024-10-17,50.71,49.18,54.53,8,False,2024-10-29,49.18,-3.02,1.0,LOSS
SAUD,BANKS,watch,NEUTRAL,2024-10-22,12.94,12.61,13.91,5,False,2024-10-29,12.61,-2.55,1.0,LOSS
CNFN,BANKS,watch,NEUTRAL,2024-10-29,4.35,4.22,4.68,1,False,2024-10-30,4.68,7.59,2.54,WIN
EAST,ENERGY,watch,NEUTRAL,2024-10-21,26.09,25.43,28.05,8,False,2024-10-31,25.43,-2.53,1.0,LOSS
ADIB,BANKS,early,NEUTRAL,2024-10-23,39.81,38.21,42.81,7,False,2024-11-03,42.81,7.54,1.87,WIN
FAIT,BANKS,early,NEUTRAL,2024-10-22,30.39,29.16,32.68,10,False,2024-11-05,30.382169723510742,-0.03,0.01,EXIT
ESRS,INDUSTRIAL,early,NEUTRAL,2024-10-31,110.44,107.11,118.77,5,False,2024-11-07,118.77,7.54,2.5,WIN
ESRS,INDUSTRIAL,early,NEUTRAL,2024-11-07,118.39,115.41,127.31,1,False,2024-11-10,115.41,-2.52,1.0,LOSS
CIEB,BANKS,early,NEUTRAL,2024-10-29,17.9,17.36,19.25,10,False,2024-11-12,19.25,7.54,2.5,WIN
FWRY,SERVICES,ultra,NEUTRAL,2024-11-04,7.89,7.65,8.49,6,False,2024-11-12,8.49,7.6,2.5,WIN
COMI,BANKS,watch,NEUTRAL,2024-10-30,77.03,73.94,82.84,10,False,2024-11-13,80.10076904296875,3.99,0.99,EXIT
TMGH,REAL_ESTATE,ultra,NEUTRAL,2024-11-10,60.71,58.87,65.28,6,False,2024-11-18,58.87,-3.03,1.0,LOSS
HRHO,SERVICES,early,NEUTRAL,2024-11-12,23.23,22.53,24.98,4,False,2024-11-18,22.53,-3.01,1.0,LOSS
HELI,REAL_ESTATE,early,NEUTRAL,2024-11-05,9.85,9.45,10.59,10,False,2024-11-19,9.45,-4.06,1.0,LOSS
JUFO,SERVICES,early,NEUTRAL,2024-11-19,34.01,33.15,36.57,1,False,2024-11-20,33.15,-2.53,1.0,LOSS
FWRY,SERVICES,early,NEUTRAL,2024-11-12,8.4,8.14,9.03,9,False,2024-11-25,8.14,-3.1,1.0,LOSS
CIEB,BANKS,early,NEUTRAL,2024-11-18,18.63,17.88,20.03,6,False,2024-11-26,17.88,-4.03,1.0,LOSS
COMI,BANKS,early,NEUTRAL,2024-11-13,79.7,76.5,85.71,10,False,2024-11-27,76.5,-4.02,1.0,LOSS
SAUD,BANKS,early,NEUTRAL,2024-11-18,13.09,12.57,14.08,7,False,2024-11-27,12.57,-3.97,1.0,LOSS
JUFO,SERVICES,early,NEUTRAL,2024-11-20,32.88,31.56,35.36,5,False,2024-11-27,31.56,-4.01,1.0,LOSS
ISPH,ENERGY,buy,NEUTRAL,2024-11-27,5.46,5.29,5.87,1,False,2024-11-28,5.87,7.51,2.41,WIN
ISPH,ENERGY,buy,NEUTRAL,2024-11-28,6.04,5.85,6.49,1,False,2024-12-01,6.49,7.45,2.37,WIN
ISPH,ENERGY,watch,NEUTRAL,2024-12-01,6.64,6.44,7.15,1,False,2024-12-02,6.44,-3.01,1.0,LOSS
FWRY,SERVICES,ultra,NEUTRAL,2024-12-02,8.36,8.11,8.99,4,False,2024-12-08,8.99,7.54,2.52,WIN
ADIB,BANKS,early,NEUTRAL,2024-11-27,42.78,41.06,46.01,9,False,2024-12-10,41.06,-4.02,1.0,LOSS
CNFN,BANKS,watch,NEUTRAL,2024-11-28,4.71,4.56,5.06,8,False,2024-12-10,4.56,-3.18,1.0,LOSS
EGTS,SERVICES,watch,NEUTRAL,2024-11-27,5.62,5.45,6.05,10,False,2024-12-11,5.45,-3.02,1.0,LOSS
ORWE,SERVICES,watch,NEUTRAL,2024-11-28,24.29,23.56,26.12,10,False,2024-12-12,24.20844078063965,-0.34,0.11,EXIT
HRHO,SERVICES,ultra,NEUTRAL,2024-12-10,21.32,20.68,22.93,6,False,2024-12-18,20.68,-3.0,1.0,LOSS
OCDI,REAL_ESTATE,early,NEUTRAL,2024-12-12,63.94,61.37,68.76,4,False,2024-12-18,61.37,-4.02,1.0,LOSS
SAUD,BANKS,early,NEUTRAL,2024-12-10,12.55,12.04,13.49,7,False,2024-12-19,12.04,-4.06,1.0,LOSS
PHDC,REAL_ESTATE,early,NEUTRAL,2024-12-11,6.53,6.26,7.02,6,False,2024-12-19,6.26,-4.13,1.0,LOSS
ETEL,SERVICES,ultra,NEUTRAL,2024-12-08,32.76,31.77,35.23,10,False,2024-12-22,32.01734161376953,-2.27,0.75,EXIT
TMGH,REAL_ESTATE,buy,NEUTRAL,2024-12-18,55.7,54.03,59.9,8,False,2024-12-30,54.03,-3.0,1.0,LOSS
COMI,BANKS,watch,NEUTRAL,2024-12-25,78.83,76.45,84.77,3,False,2024-12-30,76.45,-3.02,1.0,LOSS
ESRS,INDUSTRIAL,buy,NEUTRAL,2024-12-22,107.46,104.22,115.56,8,False,2025-01-02,115.56,7.54,2.5,WIN
JUFO,SERVICES,early,NEUTRAL,2024-12-26,31.05,30.11,33.39,4,False,2025-01-02,33.39,7.54,2.49,WIN
ISPH,ENERGY,early,NEUTRAL,2024-12-19,6.58,6.31,7.07,10,False,2025-01-05,7.07,7.45,1.81,WIN
DSCW,REAL_ESTATE,watch,NEUTRAL,2024-12-31,2.26,2.19,2.43,2,False,2025-01-05,2.43,7.52,2.43,WIN
FWRY,SERVICES,early,NEUTRAL,2024-12-31,8.51,8.25,9.15,3,False,2025-01-06,9.15,7.52,2.46,WIN
ISPH,ENERGY,watch,NEUTRAL,2025-01-05,7.3,7.12,7.85,3,False,2025-01-09,7.12,-2.47,1.0,LOSS
KZPC,INDUSTRIAL,watch,NEUTRAL,2025-01-05,11.32,10.98,12.18,3,False,2025-01-09,12.18,7.6,2.53,WIN
DSCW,REAL_ESTATE,early,NEUTRAL,2025-01-06,2.45,2.37,2.63,2,False,2025-01-09,2.37,-3.27,1.0,LOSS
ORWE,SERVICES,watch,NEUTRAL,2025-01-09,22.87,22.18,24.6,1,False,2025-01-12,22.18,-3.02,1.0,LOSS
ESRS,INDUSTRIAL,early,NEUTRAL,2025-01-02,113.95,110.51,122.54,6,False,2025-01-13,122.54,7.54,2.5,WIN
PHDC,REAL_ESTATE,early,NEUTRAL,2025-01-02,6.91,6.7,7.43,6,False,2025-01-13,6.7,-3.04,1.0,LOSS
FWRY,SERVICES,early,NEUTRAL,2025-01-09,8.72,8.37,9.37,2,False,2025-01-13,8.37,-4.01,1.0,LOSS
KZPC,INDUSTRIAL,ultra,NEUTRAL,2025-01-09,11.53,11.19,12.4,3,False,2025-01-14,11.19,-2.95,1.0,LOSS
AMOC,INDUSTRIAL,ultra,NEUTRAL,2025-01-12,6.9,6.7,7.42,2,False,2025-01-14,6.7,-2.9,1.0,LOSS
ESRS,INDUSTRIAL,early,BULL,2025-01-13,120.09,115.26,129.14,2,False,2025-01-15,129.14,7.54,1.87,WIN
ABUK,ENERGY,early,BULL,2025-01-13,45.51,43.68,48.94,3,False,2025-01-16,48.94,7.54,1.87,WIN
DSCW,REAL_ESTATE,watch,BULL,2025-01-14,2.28,2.21,2.45,2,False,2025-01-16,2.45,7.46,2.43,WIN
ABUK,ENERGY,early,NEUTRAL,2025-01-16,49.56,48.32,53.3,1,False,2025-01-19,48.32,-2.5,1.0,LOSS
ABUK,ENERGY,watch,BULL,2025-01-19,50.12,48.86,53.9,1,False,2025-01-20,48.86,-2.51,1.0,LOSS
SKPC,INDUSTRIAL,buy,BULL,2025-01-14,18.85,18.09,20.27,10,False,2025-01-28,19.06134033203125,1.12,0.28,EXIT
HELI,REAL_ESTATE,early,BULL,2025-01-15,9.38,9.0,10.09,10,False,2025-01-29,10.09,7.57,1.87,WIN
ESRS,INDUSTRIAL,watch,BULL,2025-01-15,129.35,126.1,139.1,10,False,2025-01-29,133.0,2.82,1.12,EXIT
MFPC,ENERGY,early,NEUTRAL,2025-01-16,37.46,35.96,40.29,10,False,2025-01-30,38.48006820678711,2.72,0.68,EXIT
AMOC,INDUSTRIAL,early,NEUTRAL,2025-01-28,7.36,7.14,7.91,3,False,2025-02-02,7.14,-2.99,1.0,LOSS
FWRY,SERVICES,watch,NEUTRAL,2025-01-20,8.37,8.12,9.0,10,False,2025-02-03,8.329999923706055,-0.48,0.16,EXIT
HELI,REAL_ESTATE,watch,NEUTRAL,2025-01-30,10.57,10.14,11.36,4,False,2025-02-05,10.14,-4.07,1.0,LOSS
