sym,sector,signal_type,regime,entry_date,entry,stop,target,bars_held,is_short,exit_date,exit,pnl_pct,rr,outcome
ISPH,ENERGY,early,NEUTRAL,2025-11-24,11.13,10.8,11.97,2,False,2025-11-26,10.8,-2.96,1.0,LOSS
FWRY,SERVICES,early,NEUTRAL,2025-11-13,15.14,14.54,16.29,10,False,2025-11-27,14.949999809265137,-1.25,0.32,EXIT
HELI,REAL_ESTATE,buy,NEUTRAL,2025-11-24,3.64,3.5,3.92,5,False,2025-12-01,3.5,-3.85,1.0,LOSS
COMI,BANKS,buy,NEUTRAL,2025-11-30,107.16,103.93,115.24,3,False,2025-12-03,115.24,7.54,2.5,WIN
ADIB,BANKS,early,NEUTRAL,2025-12-01,26.96,25.88,29.0,3,False,2025-12-04,29.0,7.57,1.89,WIN
PHDC,REAL_ESTATE,watch,NEUTRAL,2025-11-24,7.86,7.62,8.45,9,False,2025-12-07,8.45,7.51,2.46,WIN
ORWE,SERVICES,early,NEUTRAL,2025-12-03,23.18,22.48,24.93,2,False,2025-12-07,22.48,-3.02,1.0,LOSS
ABUK,ENERGY,watch,NEUTRAL,2025-11-25,45.89,44.51,49.35,10,False,2025-12-09,47.31999969482422,3.12,1.04,EXIT
ISPH,ENERGY,buy,NEUTRAL,2025-11-26,10.65,10.33,11.45,10,False,2025-12-10,11.0,3.29,1.09,EXIT
ADIB,BANKS,early,NEUTRAL,2025-12-04,27.57,26.46,29.65,5,False,2025-12-11,29.65,7.54,1.87,WIN
CNFN,BANKS,early,NEUTRAL,2025-12-07,4.96,4.76,5.33,4,False,2025-12-11,5.33,7.46,1.85,WIN
KZPC,INDUSTRIAL,ultra,NEUTRAL,2025-12-11,10.19,9.88,10.96,1,False,2025-12-14,10.96,7.56,2.48,WIN
ORWE,SERVICES,ultra,NEUTRAL,2025-12-09,23.52,22.81,25.29,5,False,2025-12-16,22.81,-3.02,1.0,LOSS
CNFN,BANKS,early,NEUTRAL,2025-12-11,5.3,5.17,5.7,3,False,2025-12-16,5.17,-2.45,1.0,LOSS
KZPC,INDUSTRIAL,ultra,NEUTRAL,2025-12-14,10.58,10.26,11.37,3,False,2025-12-17,10.26,-3.02,1.0,LOSS
FAIT,BANKS,early,NEUTRAL,2025-12-10,33.23,32.4,35.74,6,False,2025-12-18,32.4,-2.5,1.0,LOSS
CNFN,BANKS,early,NEUTRAL,2025-12-17,5.05,4.85,5.44,1,False,2025-12-18,4.85,-3.96,1.0,LOSS
CIEB,BANKS,early,NEUTRAL,2025-12-07,21.99,21.11,23.65,10,False,2025-12-21,22.3799991607666,1.77,0.44,EXIT
MFPC,ENERGY,early,NEUTRAL,2025-12-16,28.84,27.68,31.01,5,False,2025-12-23,31.01,7.52,1.87,WIN
ABUK,ENERGY,buy,BULL,2025-12-18,48.38,46.92,52.02,3,False,2025-12-23,52.02,7.52,2.49,WIN
AMOC,INDUSTRIAL,early,NEUTRAL,2025-12-16,6.91,6.63,7.43,10,False,2025-12-30,6.920000076293945,0.14,0.04,EXIT
ABUK,ENERGY,watch,NEUTRAL,2025-12-23,52.14,50.83,56.07,5,False,2025-12-30,50.83,-2.51,1.0,LOSS
SKPC,INDUSTRIAL,buy,BULL,2025-12-18,19.28,18.7,20.74,10,False,2026-01-04,18.7,-3.01,1.0,LOSS
KZPC,INDUSTRIAL,watch,NEUTRAL,2025-12-21,10.36,10.05,11.14,10,False,2026-01-05,10.05,-2.99,1.0,LOSS
TMGH,REAL_ESTATE,early,NEUTRAL,2025-12-30,78.86,76.88,84.81,3,False,2026-01-05,76.88,-2.51,1.0,LOSS
EGTS,SERVICES,buy,NEUTRAL,2025-12-23,8.17,7.92,8.78,10,False,2026-01-08,8.029999732971191,-1.71,0.56,EXIT
CNFN,BANKS,early,NEUTRAL,2025-12-30,5.05,4.85,5.44,5,False,2026-01-08,4.85,-3.96,1.0,LOSS
JUFO,SERVICES,buy,NEUTRAL,2026-01-05,24.29,23.31,26.12,2,False,2026-01-08,26.12,7.53,1.87,WIN
SWDY,ENERGY,early,NEUTRAL,2026-01-04,76.61,73.53,82.39,10,False,2026-01-19,79.4000015258789,3.64,0.91,EXIT
TMGH,REAL_ESTATE,early,NEUTRAL,2026-01-05,76.61,73.53,82.39,9,False,2026-01-19,82.39,7.54,1.88,WIN
ETEL,SERVICES,early,NEUTRAL,2026-01-08,68.38,66.66,73.53,7,False,2026-01-19,73.53,7.53,2.99,WIN
JUFO,SERVICES,early,NEUTRAL,2026-01-08,26.73,25.65,28.74,10,False,2026-01-22,27.309999465942383,2.17,0.54,EXIT
AMOC,INDUSTRIAL,early,NEUTRAL,2026-01-08,7.07,6.79,7.61,10,False,2026-01-22,7.079999923706055,0.14,0.04,EXIT
TMGH,REAL_ESTATE,buy,NEUTRAL,2026-01-19,81.61,79.56,87.76,4,False,2026-01-25,87.76,7.54,3.0,WIN
FWRY,SERVICES,buy,NEUTRAL,2026-01-19,16.06,15.58,17.27,5,False,2026-01-26,17.27,7.53,2.52,WIN
ISPH,ENERGY,ultra,NEUTRAL,2026-01-22,11.34,11.0,12.2,4,False,2026-01-28,11.0,-3.0,1.0,LOSS
CIEB,BANKS,early,NEUTRAL,2026-01-19,24.93,23.93,26.81,10,False,2026-02-03,25.65999984741211,2.93,0.73,EXIT
MFPC,ENERGY,early,NEUTRAL,2026-01-28,33.23,31.9,35.74,5,False,2026-02-05,31.9,-4.0,1.0,LOSS
AMOC,INDUSTRIAL,ultra,NEUTRAL,2026-01-22,7.04,6.83,7.58,10,False,2026-02-08,7.170000076293945,1.85,0.62,EXIT
HRHO,SERVICES,early,BULL,2026-01-25,27.96,26.84,30.07,9,False,2026-02-08,30.07,7.55,1.88,WIN
HELI,REAL_ESTATE,ultra,NEUTRAL,2026-01-26,3.54,3.44,3.81,8,False,2026-02-08,3.81,7.63,2.7,WIN
HELI,REAL_ESTATE,early,NEUTRAL,2026-02-08,3.85,3.73,4.14,5,False,2026-02-15,4.14,7.53,2.42,WIN
FAIT,BANKS,early,NEUTRAL,2026-02-08,32.39,31.57,34.83,5,False,2026-02-15,34.83,7.53,2.98,WIN
PHDC,REAL_ESTATE,early,NEUTRAL,2026-02-08,8.87,8.51,9.53,6,False,2026-02-16,9.53,7.44,1.83,WIN
OCDI,REAL_ESTATE,early,NEUTRAL,2026-02-15,19.4,18.62,20.87,2,False,2026-02-17,20.87,7.58,1.88,WIN
ORWE,SERVICES,ultra,NEUTRAL,2026-02-04,22.98,22.29,24.72,10,False,2026-02-18,23.700000762939453,3.13,1.04,EXIT
EGTS,SERVICES,ultra,NEUTRAL,2026-02-05,7.9,7.66,8.5,10,False,2026-02-19,7.66,-3.04,1.0,LOSS
HRHO,SERVICES,early,NEUTRAL,2026-02-15,30.62,29.39,32.92,5,False,2026-02-22,29.39,-4.02,1.0,LOSS
PHDC,REAL_ESTATE,early,BULL,2026-02-16,9.33,8.96,10.04,4,False,2026-02-22,8.96,-3.97,1.0,LOSS
ORWE,SERVICES,early,NEUTRAL,2026-02-18,23.58,22.63,25.36,2,False,2026-02-22,22.63,-4.03,1.0,LOSS
MFPC,ENERGY,early,NEUTRAL,2026-02-22,35.07,33.66,37.72,2,False,2026-02-24,37.72,7.56,1.88,WIN
SKPC,INDUSTRIAL,early,NEUTRAL,2026-02-17,16.53,16.11,17.77,6,False,2026-02-25,16.11,-2.54,1.0,LOSS
SWDY,ENERGY,ultra,NEUTRAL,2026-02-19,80.35,77.92,86.4,4,False,2026-02-25,77.92,-3.02,1.0,LOSS
PHDC,REAL_ESTATE,early,NEUTRAL,2026-02-22,9.21,8.84,9.91,4,False,2026-02-26,8.84,-4.02,1.0,LOSS
AMOC,INDUSTRIAL,early,NEUTRAL,2026-02-22,7.11,6.83,7.65,5,False,2026-03-01,6.83,-3.94,1.0,LOSS
SKPC,INDUSTRIAL,buy,NEUTRAL,2026-02-25,16.52,15.85,17.76,2,False,2026-03-01,15.85,-4.06,1.0,LOSS
FAIT,BANKS,buy,NEUTRAL,2026-02-25,33.4,32.4,35.92,2,False,2026-03-01,32.4,-2.99,1.0,LOSS
EAST,ENERGY,ultra,NEUTRAL,2026-02-26,40.8,39.56,43.87,1,False,2026-03-01,39.56,-3.04,1.0,LOSS
